# level_assignment log_likelihood tiebreaker ID
9 -8.147444906355117666e+01 2.907233466796707577e-01 4
14 -7.062472834664174570e+01 6.375462897932949735e-01 2
19 -7.060831350089330272e+01 2.156036846307344823e-01 2
28 -7.060798557530200981e+01 9.174021844432294071e-01 3
27 -7.060798559479312075e+01 4.283454320268232363e-01 3
13 -7.096562945398459021e+01 5.024482407552954832e-01 3
25 -7.060798605467459765e+01 4.989361012114662541e-01 4
17 -7.061198323917753328e+01 1.476856807618047163e-01 3
14 -7.068457487720215227e+01 5.213395078884569545e-01 3
3 -8.509940045216430008e+03 9.259892391260506894e-01 2
17 -7.060961058156385661e+01 3.215577365466448234e-01 4
15 -7.063478345039061423e+01 5.760622731905726823e-01 4
6 -3.792596033892606329e+02 4.095277339514424852e-02 2
9 -8.530109819896119916e+01 8.623596980156293945e-01 2
11 -7.075267091961489996e+01 8.841504708036765914e-01 0
2 -1.513102325687889061e+04 2.287429299117181014e-01 3
11 -7.224469329549509666e+01 9.786957021705671167e-01 0
4 -2.368972118637217136e+03 6.582568692991811465e-01 0
10 -7.153458899283521077e+01 1.317845872357862602e-01 2
25 -7.060798649277421646e+01 2.358868488479473058e-01 4
17 -7.060982862544418026e+01 4.496910835168850262e-01 2
29 -7.060798559691937726e+01 6.090091443081505629e-01 4
23 -7.060799272149549211e+01 2.051767152277394757e-01 3
28 -7.060798556670320636e+01 9.843357324617753035e-01 4
1 -1.662792965816285287e+05 3.103762971134595983e-01 2
27 -7.060798557118286567e+01 6.117727165722940813e-02 4
17 -7.061317440989719785e+01 2.121171604592542170e-01 0
21 -7.060800790105903957e+01 6.980491103964645561e-01 4
22 -7.060800630504331821e+01 4.678364464171492210e-01 2
6 -4.516156429598538580e+02 8.896144118519275779e-01 0
22 -7.060801368463486938e+01 1.702993697850319066e-02 1
21 -7.060801583769666934e+01 7.880581735586780212e-01 2
8 -1.049251234807976090e+02 6.502008133421666169e-02 0
18 -7.060985649832157662e+01 3.184791168285945329e-01 1
19 -7.060866543909239113e+01 7.557725261793327709e-01 2
26 -7.060798606257822030e+01 3.699610844650917940e-01 0
17 -7.061331217006355132e+01 5.783966146538874753e-01 0
7 -8.511502715888727266e+01 7.571054889374155827e-01 3
