# level_assignment log_likelihood tiebreaker ID
0 -1.705476292287453308e+11 3.420331601709601932e-01 1
9 -9.556013880802235860e+01 1.353785664891086760e-01 4
16 -7.736925906853252854e+01 8.649374342279253502e-01 4
1 -1.939980297424579784e+07 9.851073603864631822e-01 2
16 -7.695529885737738596e+01 6.038376987531868245e-01 4
3 -4.167539443344308529e+04 5.111404328700681621e-01 4
2 -6.770132053486678749e+06 2.914062024067358703e-01 4
29 -7.631490062801506724e+01 6.088577604433524915e-01 2
2 -1.035068250410706969e+06 1.516492561366289404e-02 4
11 -7.783519751683567733e+01 4.571371693652889756e-01 3
1 -2.701190031352006644e+07 6.808510715304700867e-01 2
0 -2.071836251070104675e+11 8.328721783552532898e-01 1
19 -7.638731506149366624e+01 5.180140171401202698e-02 2
16 -7.661764056718871529e+01 3.011593094998704090e-01 4
29 -7.631490191401093170e+01 8.250742587310447851e-01 4
14 -8.083147786536630974e+01 5.774961820906021615e-01 2
6 -1.058538777844380638e+04 5.756632700104848954e-01 0
29 -7.631490148222113135e+01 9.726482679548950072e-01 2
14 -8.688003269958558406e+01 3.722241315078265722e-01 2
0 -3.044768195604133911e+11 2.281720126897111012e-01 1
4 -1.141072341715657531e+05 2.127547013758893657e-01 2
15 -7.791828603399491726e+01 6.192408239568684136e-01 3
20 -7.633784668605707679e+01 9.276806397457580677e-02 0
6 -3.999766810045603779e+04 3.050589857718790654e-01 2
0 -1.972740948614656677e+11 3.636734007006356961e-01 1
14 -8.131252201189133189e+01 8.238815893641083798e-01 2
15 -8.158023287684365243e+01 2.232299257623404642e-01 4
23 -7.631604096336729981e+01 1.802676932090419570e-01 3
8 -2.591858753177572908e+03 1.468133471881150065e-02 2
23 -7.631509787760933250e+01 9.813723912697321916e-01 3
0 -1.993444259838272705e+11 4.658192385808241909e-01 1
0 -2.333667659811412964e+11 1.438331157319533427e-01 1
27 -7.631492122399833988e+01 8.334907519868740566e-01 3
26 -7.631498791333874010e+01 8.030181635874953372e-01 4
0 -2.244369906001585388e+11 7.262559515852959890e-01 1
2 -7.177287084314291133e+04 6.712433356136646712e-01 2
0 -2.097252275909833984e+11 7.201575285273784655e-01 1
0 -1.636408752000246277e+11 8.564378383704460695e-01 1
